"","master_species","family_molecules","Age.at.maturity","Calcification.rate","Chlorophyll.a","Coloniality","Corallite.width.maximum","Gross.photosynthesis","Growth.form.typical","Growth.rate","Ocean.basin","Oocyte.size.at.maturity","Polyp.fecundity","Polyps.per.area","Propagule.size.on.release","Protein.biomass","Skeletal.density","Tissue.thickness","Total.biomass","Zooxanthellate","Colony.maximum.diameter","Genus","Species"
"1","Acanthastrea brevis","Lobophylliidae",NA,NA,NA,"colonial",1.39794000867204,NA,"massive",NA,"pacific",NA,NA,-0.377785977033705,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acanthastrea","brevis"
"2","Acanthastrea echinata","Lobophylliidae",NA,NA,NA,"colonial",1.35218251811136,NA,"massive",NA,"pacific",2.64640372622307,3,-0.299296282854981,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acanthastrea","echinata"
"3","Acanthastrea hemprichi","Lobophylliidae",NA,NA,NA,"colonial",1.27415784926368,NA,"massive",NA,"pacific",NA,NA,-0.168130225719498,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acanthastrea","hemprichi"
"4","Acanthastrea ishigakiensis","Lobophylliidae",NA,NA,NA,"colonial",1.32221929473392,NA,"massive",NA,"pacific",NA,NA,-0.504455662453552,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Acanthastrea","ishigakiensis"
"5","Acanthastrea regularis","Lobophylliidae",NA,NA,NA,"colonial",0.959041392321094,NA,"massive",NA,"pacific",NA,NA,0.320769228338686,NA,NA,NA,NA,NA,"zooxanthellate",1.47712125471966,"Acanthastrea","regularis"
"6","Acanthastrea rotundoflora","Lobophylliidae",NA,NA,NA,"colonial",1.16731733474818,NA,"encrusting",NA,"pacific",NA,NA,-0.424812155072339,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acanthastrea","rotundoflora"
"7","Acanthastrea subechinata","Lobophylliidae",NA,NA,NA,"colonial",1.24797326636181,NA,"massive",NA,"pacific",NA,NA,-0.193820026016113,NA,NA,NA,NA,NA,"zooxanthellate",1.30102999566398,"Acanthastrea","subechinata"
"8","Acropora abrolhosensis","Acroporidae",NA,NA,NA,"colonial",0.176091259055681,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",3,"Acropora","abrolhosensis"
"9","Acropora abrotanoides","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",2.10551018476997,"pacific",2.82020145948564,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","abrotanoides"
"10","Acropora aculeus","Acroporidae",NA,NA,NA,"colonial",0,NA,"corymbose",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.60205999132796,"Acropora","aculeus"
"11","Acropora acuminata","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","acuminata"
"12","Acropora akajimensis","Acroporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","akajimensis"
"13","Acropora anthocercis","Acroporidae",NA,NA,NA,"colonial",0.113943352306837,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","anthocercis"
"14","Acropora appressa","Acroporidae",NA,NA,NA,"colonial",NA,NA,"corymbose",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","appressa"
"15","Acropora arabensis","Acroporidae",NA,NA,NA,"colonial",0.301029995663981,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","arabensis"
"16","Acropora arafura","Acroporidae",NA,NA,NA,NA,0.0413926851582251,NA,"branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","arafura"
"17","Acropora aspera","Acroporidae",NA,NA,NA,"colonial",0.255272505103306,NA,"branching_open",1.68594406374029,"pacific",NA,1.05499586152914,NA,NA,NA,-0.0362121726544447,0,NA,"zooxanthellate",NA,"Acropora","aspera"
"18","Acropora austera","Acroporidae",NA,NA,NA,"colonial",0.176091259055681,NA,"branching_open",1.79865064544527,"pacific",2.73639650227664,NA,NA,NA,NA,0.15836249209525,NA,NA,"zooxanthellate",NA,"Acropora","austera"
"19","Acropora awi","Acroporidae",NA,NA,NA,"colonial",0,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.17609125905568,"Acropora","awi"
"20","Acropora azurea","Acroporidae",NA,NA,NA,"colonial",0.146128035678238,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.17609125905568,"Acropora","azurea"
"21","Acropora batunai","Acroporidae",NA,NA,NA,"colonial",-0.301029995663981,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.09691001300806,"Acropora","batunai"
"22","Acropora bifurcata","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","bifurcata"
"23","Acropora branchi","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"tables_or_plates",NA,"pacific",NA,1.07918124604762,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","branchi"
"24","Acropora bushyensis","Acroporidae",NA,NA,NA,"colonial",0.176091259055681,NA,"digitate",NA,"pacific",NA,0.57978359661681,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.39794000867204,"Acropora","bushyensis"
"25","Acropora cardenae","Acroporidae",NA,NA,NA,"colonial",NA,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","cardenae"
"26","Acropora carduus","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","carduus"
"27","Acropora caroliniana","Acroporidae",NA,NA,NA,"colonial",0,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Acropora","caroliniana"
"28","Acropora cerealis","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"corymbose",1.41857747223964,"pacific",2.81690383937566,0.998549933604767,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Acropora","cerealis"
"29","Acropora cervicornis","Acroporidae",NA,NA,0.317018101048112,"colonial",0.230448921378274,0.0511525224473813,"branching_open",1.89661860384575,"atlantic",NA,1,1.39794000867204,NA,NA,0.23654871183558,NA,0.412989240945958,"zooxanthellate",2.04532297878666,"Acropora","cervicornis"
"30","Acropora chesterfieldensis","Acroporidae",NA,NA,NA,"colonial",0,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","chesterfieldensis"
"31","Acropora clathrata","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"tables_or_plates",NA,"pacific",NA,0.711807229041191,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","clathrata"
"32","Acropora convexa","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"corymbose",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","convexa"
"33","Acropora cophodactyla","Acroporidae",NA,NA,NA,"colonial",0.113943352306837,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","cophodactyla"
"34","Acropora copiosa","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","copiosa"
"35","Acropora cylindrica","Acroporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","cylindrica"
"36","Acropora cytherea","Acroporidae",NA,NA,NA,"colonial",0,NA,"tables_or_plates",1.77615615842192,"pacific",2.73479982958885,0.7103994661168,1.86746748785905,2.77815125038364,NA,NA,NA,NA,"zooxanthellate",2.47712125471966,"Acropora","cytherea"
"37","Acropora dendrum","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"corymbose",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","dendrum"
"38","Acropora derawanensis","Acroporidae",NA,NA,NA,"colonial",0,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","derawanensis"
"39","Acropora desalwii","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"corymbose",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.47712125471966,"Acropora","desalwii"
"40","Acropora digitifera","Acroporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"digitate",1.57518784492766,"pacific",NA,0.936178509361589,NA,NA,NA,0.181843587944773,0.278753600952829,NA,"zooxanthellate",2,"Acropora","digitifera"
"41","Acropora divaricata","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"tables_or_plates",1.61804809671209,"pacific",2.79379038469082,1.23929947912689,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","divaricata"
"42","Acropora donei","Acroporidae",NA,NA,NA,"colonial",0.146128035678238,NA,"branching_open",NA,"pacific",NA,0.977723605288848,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.47712125471966,"Acropora","donei"
"43","Acropora downingi","Acroporidae",NA,NA,NA,"colonial",0,NA,"tables_or_plates",NA,"pacific",NA,1.14612803567824,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","downingi"
"44","Acropora echinata","Acroporidae",NA,NA,NA,"colonial",0,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.17609125905568,"Acropora","echinata"
"45","Acropora efflorescens","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","efflorescens"
"46","Acropora elegans","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","elegans"
"47","Acropora elegantula","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","elegantula"
"48","Acropora elseyi","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"branching_open",2.13049458852347,"pacific",NA,0.7481880270062,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Acropora","elseyi"
"49","Acropora eurystoma","Acroporidae",NA,-0.490074083956534,NA,"colonial",0.301029995663981,NA,"corymbose",1.6063813651106,"pacific",NA,1.32221929473392,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","eurystoma"
"50","Acropora exquisita","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","exquisita"
"51","Acropora fastigata","Acroporidae",NA,NA,NA,"colonial",0.230448921378274,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","fastigata"
"52","Acropora fenneri","Acroporidae",NA,NA,NA,"colonial",0.113943352306837,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","fenneri"
"53","Acropora filiformis","Acroporidae",NA,NA,NA,"colonial",0.278753600952829,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","filiformis"
"54","Acropora florida","Acroporidae",NA,NA,NA,"colonial",0.146128035678238,NA,"branching_open",NA,"pacific",NA,0.985276743179294,NA,NA,NA,NA,NA,NA,"zooxanthellate",3.17609125905568,"Acropora","florida"
"55","Acropora forskali","Acroporidae",NA,NA,NA,"colonial",0.301029995663981,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","forskali"
"56","Acropora gemmifera","Acroporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"digitate",1.38021124171161,"pacific",NA,0.927862900071575,2.10037054511756,NA,NA,0.167317334748176,0.278753600952829,NA,"zooxanthellate",NA,"Acropora","gemmifera"
"57","Acropora glauca","Acroporidae",NA,NA,NA,"colonial",0.113943352306837,NA,"tables_or_plates",NA,"pacific",NA,1.0466252120919,NA,NA,NA,0.164352855784437,NA,NA,"zooxanthellate",NA,"Acropora","glauca"
"58","Acropora globiceps","Acroporidae",NA,NA,NA,"colonial",0.322219294733919,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","globiceps"
"59","Acropora gomezi","Acroporidae",NA,NA,NA,"colonial",0,NA,"branching_open",1.48527768016536,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","gomezi"
"60","Acropora grandis","Acroporidae",NA,NA,NA,"colonial",0.230448921378274,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.84509804001426,"Acropora","grandis"
"61","Acropora granulosa","Acroporidae",0.602059991327962,NA,NA,"colonial",-0.0457574905606751,NA,"tables_or_plates",0.854913022307856,"pacific",NA,1.12602311790052,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","granulosa"
"62","Acropora haimei","Acroporidae",NA,NA,NA,"colonial",0.301029995663981,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","haimei"
"63","Acropora halmaherae","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","halmaherae"
"64","Acropora hemprichii","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",0.960998987866869,"pacific",NA,1.43136376415899,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","hemprichii"
"65","Acropora hoeksemai","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.60205999132796,"Acropora","hoeksemai"
"66","Acropora horrida","Acroporidae",NA,NA,NA,"colonial",0.176091259055681,NA,"branching_closed",NA,"pacific",NA,0.954242509439325,NA,NA,NA,-0.0655015487564323,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","horrida"
"67","Acropora humilis","Acroporidae",NA,NA,NA,"colonial",0.255272505103306,NA,"digitate",1.16111833595509,"pacific",2.70500795933334,1.08278537031645,1.73319726510657,NA,NA,0.15998342779369,NA,NA,"zooxanthellate",NA,"Acropora","humilis"
"68","Acropora hyacinthus","Acroporidae",0.602059991327962,-1.09691001300806,NA,"colonial",0.0413926851582251,NA,"tables_or_plates",1.67699827079618,"pacific",2.68484536164441,0.89740713966158,1.98272338766855,NA,NA,0.107209969647868,NA,NA,"zooxanthellate",2.47712125471966,"Acropora","hyacinthus"
"69","Acropora indonesia","Acroporidae",NA,NA,NA,"colonial",0,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","indonesia"
"70","Acropora inermis","Acroporidae",NA,NA,NA,"colonial",0.146128035678238,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","inermis"
"71","Acropora insignis","Acroporidae",NA,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","insignis"
"72","Acropora intermedia","Acroporidae",NA,NA,NA,"colonial",0.176091259055681,NA,"branching_open",NA,"pacific",2.6232492903979,0.828843958619831,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.69897000433602,"Acropora","intermedia"
"73","Acropora irregularis","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.47712125471966,"Acropora","irregularis"
"74","Acropora jacquelineae","Acroporidae",NA,NA,NA,"colonial",-0.301029995663981,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","jacquelineae"
"75","Acropora japonica","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","japonica"
"76","Acropora khayranensis","Acroporidae",NA,NA,NA,NA,NA,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","khayranensis"
"77","Acropora kimbeensis","Acroporidae",NA,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","kimbeensis"
"78","Acropora kirstyae","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","kirstyae"
"79","Acropora kosurini","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"branching_open",NA,"pacific",NA,0.919078092376074,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","kosurini"
"80","Acropora lamarcki","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"tables_or_plates",1.51054501020661,"pacific",NA,NA,NA,NA,NA,0.14921911265538,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","lamarcki"
"81","Acropora latistella","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"corymbose",NA,"pacific",NA,0.7481880270062,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","latistella"
"82","Acropora lianae","Acroporidae",NA,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Acropora","lianae"
"83","Acropora listeri","Acroporidae",NA,NA,NA,"colonial",0,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Acropora","listeri"
"84","Acropora loisetteae","Acroporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","loisetteae"
"85","Acropora lokani","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.47712125471966,"Acropora","lokani"
"86","Acropora longicyathus","Acroporidae",NA,NA,NA,"colonial",0.113943352306837,NA,"branching_open",NA,"pacific",NA,1.14921911265538,NA,NA,NA,0.103803720955957,NA,NA,"zooxanthellate",NA,"Acropora","longicyathus"
"87","Acropora loripes","Acroporidae",0.602059991327962,NA,NA,"colonial",0.0791812460476248,NA,"corymbose",NA,"pacific",NA,1.09225265489538,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Acropora","loripes"
"88","Acropora loveli","Acroporidae",NA,NA,NA,"colonial",0.230448921378274,NA,"branching_open",NA,"pacific",NA,0.924279286061882,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","loveli"
"89","Acropora lutkeni","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",NA,"pacific",NA,1.07310709833543,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.77815125038364,"Acropora","lutkeni"
"90","Acropora macrostoma","Acroporidae",NA,NA,NA,"colonial",-0.221848749616356,NA,"corymbose",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","macrostoma"
"91","Acropora magnifica","Acroporidae",NA,NA,NA,"colonial",NA,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","magnifica"
"92","Acropora maryae","Acroporidae",NA,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","maryae"
"93","Acropora massawensis","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","massawensis"
"94","Acropora meridiana","Acroporidae",NA,NA,NA,"colonial",0.146128035678238,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","meridiana"
"95","Acropora microclados","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"corymbose",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","microclados"
"96","Acropora microphthalma","Acroporidae",NA,NA,NA,"colonial",0,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","microphthalma"
"97","Acropora millepora","Acroporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"corymbose",NA,"pacific",NA,0.738754140741613,1.93951925261862,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","millepora"
"98","Acropora minuta","Acroporidae",NA,NA,NA,"colonial",-0.154901959985743,NA,"encrusting",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","minuta"
"99","Acropora mirabilis","Acroporidae",NA,NA,NA,"colonial",0,NA,"corymbose",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","mirabilis"
"100","Acropora monticulosa","Acroporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"digitate",NA,"pacific",2.65513843481138,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.47712125471966,"Acropora","monticulosa"
"101","Acropora mossambica","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"corymbose",NA,"pacific",NA,1.28555730900777,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","mossambica"
"102","Acropora multiacuta","Acroporidae",NA,NA,NA,"colonial",0.301029995663981,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","multiacuta"
"103","Acropora muricata","Acroporidae",NA,-0.192464971931147,-0.0969100130080564,"colonial",0.0791812460476248,NA,"branching_open",1.94965343125477,"pacific",2.58994960132571,NA,1.32221929473392,NA,NA,0.233630580164463,NA,NA,"zooxanthellate",3,"Acropora","muricata"
"104","Acropora nana","Acroporidae",NA,NA,NA,"colonial",0,NA,"branching_closed",NA,"pacific",2.75434833571102,0.854528699833081,1.69897000433602,NA,NA,NA,NA,NA,"zooxanthellate",1.17609125905568,"Acropora","nana"
"105","Acropora nasuta","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"corymbose",1.48890308526777,"pacific",2.81023251799508,0.876506504265881,1.85308952985187,NA,NA,0.146128035678238,NA,NA,"zooxanthellate",1.90308998699194,"Acropora","nasuta"
"106","Acropora natalensis","Acroporidae",NA,NA,NA,"colonial",0.176091259055681,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","natalensis"
"107","Acropora navini","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","navini"
"108","Acropora ocellata","Acroporidae",NA,NA,NA,"colonial",0.278753600952829,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","ocellata"
"109","Acropora orbicularis","Acroporidae",NA,NA,NA,"colonial",-0.221848749616356,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","orbicularis"
"110","Acropora palmata","Acroporidae",NA,NA,0.447158031342219,"colonial",0.204119982655925,-0.1249387366083,"branching_open",1.85147675178222,"atlantic",NA,1.14612803567824,NA,NA,NA,0.276461804173244,NA,0.776100292511946,"zooxanthellate",2.60205999132796,"Acropora","palmata"
"111","Acropora palmerae","Acroporidae",NA,NA,NA,"colonial",0.113943352306837,NA,"encrusting",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","palmerae"
"112","Acropora paniculata","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","paniculata"
"113","Acropora papillare","Acroporidae",NA,NA,NA,"colonial",0.204119982655925,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","papillare"
"114","Acropora paragemmifera","Acroporidae",NA,NA,NA,NA,NA,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","paragemmifera"
"115","Acropora parahemprichii","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.60205999132796,"Acropora","parahemprichii"
"116","Acropora parapharaonis","Acroporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","parapharaonis"
"117","Acropora parilis","Acroporidae",NA,NA,NA,"colonial",-0.301029995663981,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","parilis"
"118","Acropora pectinatus","Acroporidae",NA,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","pectinatus"
"119","Acropora pharaonis","Acroporidae",NA,NA,NA,"colonial",0.176091259055681,NA,"tables_or_plates",1.15956719323362,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Acropora","pharaonis"
"120","Acropora pichoni","Acroporidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"tables_or_plates",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Acropora","pichoni"
"121","Acropora pinguis","Acroporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_open",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2.30102999566398,"Acropora","pinguis"
